metric,value
MMD2,1.046435832977295
mean_MSE,0.48623085021972656
cov_MSE,5.9602274894714355
skew_MSE,0.14434950053691864
kurt_MSE,6.658899784088135
gen_time_sec_mean_for_10k,0.964008378982544
gen_time_sec_std_for_10k,0.02179185994933886
