metric,value
MMD2,0.6925861835479736
mean_MSE,0.1262136548757553
cov_MSE,3.473296880722046
skew_MSE,0.037748705595731735
kurt_MSE,1.3079471588134766
gen_time_sec_mean_for_10k,0.8428723812103271
gen_time_sec_std_for_10k,0.047479365011603714
