metric,value
MMD2,0.698521077632904
mean_MSE,0.13661840558052063
cov_MSE,3.5651817321777344
skew_MSE,0.03628311678767204
kurt_MSE,1.4418643712997437
gen_time_sec_mean_for_10k,0.46890878677368164
gen_time_sec_std_for_10k,0.02917256581084409
